layer,weight_shape,feature_shape,num_samples,fro_change,relative_change,feat_dim,num_eigs,full_rank,stable_rank,participation_ratio,effective_rank,dim_30,dim_50,dim_70,dim_90,dim_95,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy,top30_frac,top50_frac,top70_frac,top90_frac
backbone.stages.2.blocks.7,,"(320, 1408)",320,396.79852294921875,0.7179024815559387,1408,320,320,9.335817710516277,33.33249477023514,80.37353642142209,5,14,35,112,164,0.2732857436010171,0.40113688131850234,0.5429437509022017,0.683657577646691,0.8107821807354624,0.015625,0.04375,0.109375,0.35
backbone.stages.2.blocks.7.attn,,"(320, 1408)",320,1528.3485107421875,0.5614842176437378,1408,320,320,6.695486292388841,22.230713502588483,58.743227039295085,3,9,26,87,132,0.35309388135642794,0.4830034087429445,0.6118108302686243,0.7411927231437799,0.8572875108884215,0.009375,0.028125,0.08125,0.271875
backbone.stages.2.blocks.7.ffn,,"(320, 1408)",320,397.7027282714844,0.25165650248527527,1408,320,320,4.95100437682111,17.493832871381635,61.49533211339062,3,10,31,107,158,0.36875709872437396,0.469113491411437,0.5879539483482277,0.7072392864751156,0.8227714176201578,0.009375,0.03125,0.096875,0.334375
backbone.stages.2.blocks.8,,"(320, 1408)",320,500.9868469238281,0.5174286365509033,1408,320,320,8.83303010833481,34.144172032361816,86.28704100468167,5,15,40,121,174,0.270046652886985,0.388219676399089,0.521547126339055,0.6581275903705159,0.7906786272350559,0.015625,0.046875,0.125,0.378125
backbone.stages.2.blocks.8.attn,,"(320, 1408)",320,1411.5673828125,0.6533337235450745,1408,320,320,8.33338909709763,28.976300668393364,71.48162942638801,4,12,32,99,146,0.3015667009175468,0.42996023479000045,0.567383223930059,0.7018482421709444,0.8305851622092922,0.0125,0.0375,0.1,0.309375
backbone.stages.2.blocks.8.ffn,,"(320, 1408)",320,432.63665771484375,0.39930635690689087,1408,320,320,8.653606341578978,28.76259391060029,74.40668220830649,4,12,35,109,160,0.31135516147768244,0.4318421735690334,0.5607653396215894,0.6882439058709665,0.8144439188611092,0.0125,0.0375,0.109375,0.340625
backbone.stages.2.blocks.9,,"(320, 1408)",320,582.61181640625,0.37920281291007996,1408,320,320,8.506379517330949,33.77117007503974,87.53220283231,5,15,42,124,176,0.2722841610804324,0.3856560063774373,0.5152019729378128,0.6511737898032854,0.7849596707817817,0.015625,0.046875,0.13125,0.3875
backbone.stages.2.blocks.9.attn,,"(320, 1408)",320,1750.0628662109375,0.4286819398403168,1408,320,320,7.114438134063721,24.58257761769402,64.15440501444758,4,11,29,91,136,0.33259524297337395,0.4573279287039959,0.585602113638798,0.7193948142964427,0.8461899903976761,0.0125,0.034375,0.090625,0.284375
backbone.stages.2.blocks.9.ffn,,"(320, 1408)",320,398.23297119140625,0.36706307530403137,1408,320,320,6.449963715580627,22.74431669058867,66.80247619014756,4,11,32,106,156,0.3400415804467381,0.4607107175386464,0.5800638723554137,0.7031744979315084,0.8233185228131524,0.0125,0.034375,0.1,0.33125
backbone.stages.3.blocks.0,,"(320, 2816)",320,530.3223266601562,0.9241573810577393,2816,320,320,2.3382702200565166,5.233644146164799,25.008586449467934,1,3,14,67,129,0.5324099372678817,0.6226118720613368,0.7241243946538428,0.8248236466087041,0.8970087848057485,0.003125,0.009375,0.04375,0.209375
backbone.stages.3.blocks.0.attn,,"(320, 2816)",320,2308.984130859375,0.2918437421321869,2816,320,320,2.2703386869253084,4.888902890360705,21.361296557468886,1,3,10,59,116,0.5776408058296176,0.6695144990323558,0.7655093752399447,0.847863607352549,0.9071288021434178,0.003125,0.009375,0.03125,0.184375
backbone.stages.3.blocks.0.ffn,,"(320, 2816)",320,902.5818481445312,0.450758159160614,2816,320,320,2.093026442210929,4.300479466130705,24.342708553831585,1,2,18,89,149,0.5446208839486222,0.606757917601725,0.6889551158972246,0.7820261423702948,0.8658445801680995,0.003125,0.00625,0.05625,0.278125
backbone.stages.3.blocks.1,,"(320, 2816)",320,887.41845703125,0.9408644437789917,2816,320,320,2.3398021053673177,5.244259005938331,25.08007472103088,1,3,14,67,131,0.5301328616706927,0.618877621443038,0.726047311470455,0.8266263241641071,0.8964954615652103,0.003125,0.009375,0.04375,0.209375
backbone.stages.3.blocks.1.attn,,"(320, 2816)",320,3581.9443359375,0.9504159092903137,2816,320,320,1.267428095934981,1.6033255528849941,4.240502271045541,1,1,1,16,46,0.8301847291338593,0.8650323601826594,0.9021849749777826,0.936000323211767,0.9609767923010445,0.003125,0.003125,0.003125,0.05
backbone.stages.3.blocks.1.ffn,,"(320, 2816)",320,1374.47021484375,0.48112916946411133,2816,320,320,1.4537680818700494,2.105639067007885,8.07925195348188,1,1,2,43,101,0.7341429351098576,0.7715595736000158,0.8238529213521589,0.880499452337338,0.9247887908337858,0.003125,0.003125,0.00625,0.134375
