layer,weight_shape,feature_shape,feat_dim,num_samples,fro_norm,rel_change,dim_90,dim_95,stable_rank,participation_ratio,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy,dim_90_frac,weight_shape_parsed,feature_shape_parsed
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,3645.310302734375,0.3455436752731728,184,282,5.520003318786621,21.601808547973636,0.3383472561836242,0.4223796427249908,0.5177090764045715,0.6257523894309998,0.7406249046325684,0.1306818181818181,"(1408, 1408)","(5120, 1408)"
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,5215.59716796875,0.5711365440472481,205,311,9.147908210754396,39.242431640625,0.2478217780590057,0.357660174369812,0.4752689898014068,0.592821478843689,0.7134634852409363,0.1455965909090909,"(1408, 1408)","(5120, 1408)"
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,7072.00439453125,0.464041361312605,159,255,6.078670978546143,22.843542098999023,0.336461067199707,0.4456842839717865,0.5607272982597351,0.6709707379341125,0.7765631675720215,0.1129261363636363,"(1408, 1408)","(5120, 1408)"
base_model.model.backbone.stages.2.blocks.0.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1408.58154296875,0.2110192843510961,56,113,3.584225654602051,10.186434745788574,0.4672214388847351,0.5965420603752136,0.7334581613540649,0.8384847640991211,0.9116440415382384,0.0397727272727272,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.1.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1280.8328857421875,0.230814490543379,74,141,5.87850284576416,18.02848052978516,0.3949634730815887,0.5266396999359131,0.6675595641136169,0.7985565662384033,0.885650098323822,0.0525568181818181,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.3258101344108581,0.4552810192108154,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.0980113636363636,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128903,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.0816761363636363,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,832.0472412109375,0.4555326843097533,155,267,5.166505336761475,18.52140235900879,0.3683409988880157,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.1100852272727272,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.0816761363636363,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.0582386363636363,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.4488734602928161,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.0568181818181818,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1891.5784912109373,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.4924005270004272,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290648,0.0447443181818181,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1651.71240234375,0.3243151903390762,84,160,5.647397518157959,18.245376586914062,0.3784065246582031,0.5111051201820374,0.6559274792671204,0.7804238200187683,0.8719966411590576,0.0596590909090909,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,2151.644775390625,0.4876413366022998,90,170,5.018529415130615,16.275436401367188,0.3934375643730163,0.5301310420036316,0.6633930206298828,0.7756718993186951,0.8652580380439758,0.0639204545454545,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157228,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.0568181818181818,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.5.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,4026.09619140625,1.018990574073496,88,171,4.14142656326294,12.083999633789062,0.4746070802211761,0.5840478539466858,0.6875565052032471,0.7904002666473389,0.8712579607963562,0.0625,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.6.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1309.297607421875,0.4023937812559791,140,247,4.870340824127197,16.5460147857666,0.3919100165367126,0.4991503357887268,0.6048998832702637,0.7129859328269958,0.8092529773712158,0.0994318181818181,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.7.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1490.408447265625,0.471699737296096,156,269,6.757582187652588,19.54168701171875,0.3919687867164612,0.4874125123023987,0.5906128287315369,0.6990378499031067,0.7948598861694336,0.1107954545454545,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.8.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1043.72900390625,0.4767432446447268,159,269,6.536640167236328,23.86697578430176,0.3331359326839447,0.4444896876811981,0.5614898204803467,0.6794464588165283,0.7851664423942566,0.1129261363636363,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.2.blocks.9.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1180.7139892578125,0.5387143339629205,146,252,6.336422443389893,23.421049118041992,0.3243823945522308,0.462189257144928,0.5847650766372681,0.6995840668678284,0.8013322949409485,0.1036931818181818,"(1408, 5632)","(1280, 1408)"
base_model.model.backbone.stages.1.blocks.0.ffn.layers.0.0.lora_B.default,"(2816, 8)","(1280, 2816)",2816,1280,48.78080368041992,48780803680419.92,3,4,1.2848560810089111,1.6090444326400757,0.977305829524994,1.0,1.0,1.0,1.0,0.0010653409090909,"(2816, 8)","(1280, 2816)"
base_model.model.backbone.stages.1.blocks.1.ffn.layers.0.0.lora_B.default,"(2816, 8)","(1280, 2816)",2816,1280,224.8914337158203,224891433715820.3,1,1,1.0482946634292605,1.0974386930465698,0.9970617890357972,1.0,1.0,1.0,1.0,0.0003551136363636,"(2816, 8)","(1280, 2816)"
base_model.model.backbone.stages.1.blocks.0.ffn.layers.0.0,"(2816, 704)","(1280, 2816)",2816,1280,179.7086639404297,0.0765558388793378,16,27,3.516397476196289,7.409801959991455,0.6255732774734497,0.8105940222740173,0.9008617997169496,0.9625799655914308,0.9871668815612792,0.0056818181818181,"(2816, 704)","(1280, 2816)"
base_model.model.backbone.stages.1.blocks.0.ffn.layers.0.0.base_layer,"(2816, 704)","(1280, 2816)",2816,1280,145.6324005126953,0.0620393605116156,16,27,3.640193462371826,7.671943187713623,0.6190534830093384,0.8098337054252625,0.900570809841156,0.9626240730285645,0.9870240688323976,0.0056818181818181,"(2816, 704)","(1280, 2816)"
base_model.model.backbone.stages.1.blocks.1.ffn.layers.0.0,"(2816, 704)","(1280, 2816)",2816,1280,500.19580078125,0.1401381434614279,24,44,4.044898509979248,8.717610359191895,0.5973334908485413,0.7447395920753479,0.8516265153884888,0.9293994307518004,0.969819188117981,0.0085227272727272,"(2816, 704)","(1280, 2816)"
base_model.model.backbone.stages.1.blocks.1.ffn.layers.0.0.base_layer,"(2816, 704)","(1280, 2816)",2816,1280,211.0026397705078,0.0591158865322642,25,46,3.819119453430176,8.288596153259277,0.6089473366737366,0.727321445941925,0.8428490161895752,0.924010157585144,0.967505156993866,0.0088778409090909,"(2816, 704)","(1280, 2816)"
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.proj,"(2816, 2816)","(1280, 2816)",2816,1280,3431.517578125,0.2243374800226183,140,275,2.2063376903533936,4.762379169464111,0.5296355485916138,0.5935412645339966,0.6714414954185486,0.7544411420822144,0.8312227129936218,0.049715909090909,"(2816, 2816)","(1280, 2816)"
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.proj,"(2816, 2816)","(1280, 2816)",2816,1280,9355.630859375,1.291873715733913,36,112,1.3380749225616455,1.7871577739715576,0.7817655801773071,0.8145801424980164,0.852189838886261,0.8947202563285828,0.9296364784240724,0.0127840909090909,"(2816, 2816)","(1280, 2816)"
base_model.model.backbone.stages.3.blocks.0.ffn.layers.1,"(2816, 11264)","(1280, 2816)",2816,1280,3001.058837890625,0.7311126287025091,155,314,2.238491535186768,4.888225555419922,0.5326963067054749,0.5934579372406006,0.6687335968017578,0.7537526488304138,0.8270039558410645,0.0550426136363636,"(2816, 11264)","(1280, 2816)"
base_model.model.backbone.stages.3.blocks.1.ffn.layers.1,"(2816, 11264)","(1280, 2816)",2816,1280,4183.2734375,0.7169119748278354,69,199,1.5165557861328125,2.28828239440918,0.7174119353294373,0.7551266551017761,0.8006371259689331,0.8535295724868774,0.8968228101730347,0.0245028409090909,"(2816, 11264)","(1280, 2816)"
base_model.model.backbone.stages.2.blocks.0.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,1359.15576171875,1359155761718750.0,1,1,1.0001978874206543,1.000395894050598,0.9999623894691468,1.0,1.0,1.0,1.0,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.1.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,2144.5947265625,2144594726562500.0,1,1,1.0001027584075928,1.0002055168151855,0.9999778270721436,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,4466.05517578125,4466055175781249.5,1,1,1.0000414848327637,1.0000829696655271,0.999992847442627,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,5320.0625,5320062500000000.0,1,1,1.000174880027771,1.000349760055542,0.9999827146530152,1.0,1.0,1.0,1.0,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,1530.192138671875,1530192138671875.0,2,2,1.2706974744796753,1.5050578117370603,0.9999563097953796,1.0,1.0,1.0,1.0,0.0003551136363636,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,1916.8057861328125,1916805786132812.5,1,1,1.0001813173294067,1.000362515449524,0.999984323978424,1.0,1.0,1.0,1.0,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,2367.244384765625,2367244384765625.0,1,1,1.001150608062744,1.0023019313812256,0.9999724626541138,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,2808.877685546875,2808877685546875.0,1,1,1.003175139427185,1.0063518285751345,0.9999778270721436,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,3507.80078125,3507800781250000.0,1,1,1.0004570484161377,1.0009140968322754,0.999994456768036,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,4430.140625,4430140625000000.0,1,1,1.0002312660217283,1.000462532043457,0.9999910593032836,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.2.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,2775.0966796875,2775096679687500.0,1,1,1.0001131296157837,1.0002262592315674,0.9999799728393556,1.0,1.0,1.0,1.0,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.3.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,3542.56787109375,3542567871093750.0,1,1,1.0000550746917725,1.0001100301742554,0.9999902844429016,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.4.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,4546.62841796875,4546628417968750.0,1,1,1.0000278949737549,1.000055909156799,0.999992609024048,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,5366.552734375,5366552734375000.0,1,1,1.0000886917114258,1.0001775026321411,0.9999918341636658,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,1738.73583984375,1738735839843750.0,1,1,1.0003397464752195,1.0006794929504397,0.9999499917030334,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,2423.185302734375,2423185302734375.0,1,1,1.0001522302627563,1.0003044605255127,0.9999800324440002,1.0,1.0,1.0,1.0,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,3055.33251953125,3055332519531250.0,1,1,1.010274887084961,1.0205494165420532,0.9999728202819824,1.0,1.0,1.0,1.0,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,3590.40283203125,3590402832031250.0,1,1,1.0000768899917605,1.0001537799835205,0.9999902248382568,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0001775568181818,"(5632, 8)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.0.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,2969.3193359375,0.2311712524327249,24,43,2.686850547790528,6.069899559020996,0.6031282544136047,0.7319474816322327,0.8504212498664856,0.9300442337989808,0.9723849892616272,0.0042613636363636,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.0.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,1143.0452880859375,0.0889898259294913,31,53,5.245473384857178,12.908208847045898,0.4706098735332489,0.6454131603240967,0.8007821440696716,0.9058025479316713,0.9627063274383544,0.0055042613636363,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.1.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,4636.53271484375,0.2856448613267304,31,55,3.376152992248535,7.569350719451904,0.5841208696365356,0.7048181891441345,0.8205613493919373,0.9062541127204896,0.9596842527389526,0.0055042613636363,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.1.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,1652.927001953125,0.101832583375187,38,66,4.263123512268066,11.937909126281738,0.4677509367465973,0.6216844916343689,0.7714378833770752,0.8803923726081848,0.948303520679474,0.006747159090909,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,10767.4716796875,0.3466324976995208,104,184,3.639402389526367,10.954608917236328,0.4452542662620544,0.5402725338935852,0.646932065486908,0.7497115731239319,0.8440138697624207,0.018465909090909,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,5930.49267578125,0.1909177520914947,107,187,3.655253171920776,11.121983528137209,0.4411502480506897,0.5334270000457764,0.6400884389877319,0.7443617582321167,0.8404617309570312,0.0189985795454545,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,13009.134765625,0.3764421042851147,119,206,5.339416027069092,17.496761322021484,0.3896713256835937,0.5006426572799683,0.616211473941803,0.7264736294746399,0.8257327675819397,0.0211292613636363,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,7373.42822265625,0.2133630626432072,121,209,5.317552089691162,17.79864501953125,0.3850690424442291,0.4944719076156616,0.6096026301383972,0.721823513507843,0.8223174810409546,0.021484375,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,4455.00048828125,0.4068463480801502,140,227,7.221713542938232,28.10372543334961,0.3030171692371368,0.399441510438919,0.526525616645813,0.6577655673027039,0.7840438485145569,0.0248579545454545,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,3539.0322265625,0.32319689771132,143,231,7.242670059204102,29.109922409057617,0.2914566397666931,0.3883586823940277,0.5167795419692993,0.650255024433136,0.779068112373352,0.025390625,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,5882.74560546875,0.3878119003340409,126,211,4.460488796234131,15.618902206420898,0.3761021494865417,0.4715357422828674,0.5855292081832886,0.699617326259613,0.8095666170120239,0.022372159090909,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,4880.2275390625,0.3217222778130894,129,214,4.608707904815674,16.413679122924805,0.3673399984836578,0.4633451402187347,0.5771682858467102,0.6934847831726074,0.8052899837493896,0.0229048295454545,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,6804.70556640625,0.3602704678891701,121,208,3.4367947578430176,10.364800453186035,0.4346497356891632,0.5267041921615601,0.6272447109222412,0.7297757863998413,0.8259061574935913,0.021484375,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,5447.7666015625,0.2884282653147115,125,213,3.582589864730835,11.1610107421875,0.4166623651981354,0.5115572214126587,0.6142871975898743,0.7203157544136047,0.8196194171905518,0.0221946022727272,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,7973.4990234375,0.3508664505539443,109,197,2.7421696186065674,7.003853797912598,0.4971542060375213,0.5794117450714111,0.6681735515594482,0.7611640095710754,0.8447406888008118,0.0193536931818181,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,6347.3544921875,0.2793094643311733,114,203,2.814080715179444,7.371150970458984,0.4778035879135132,0.5622441172599792,0.6536442041397095,0.7506255507469177,0.837749719619751,0.0202414772727272,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,9153.810546875,0.3478943295184907,107,197,2.8200759887695312,7.386863708496094,0.4823904037475586,0.5663321018218994,0.6629303097724915,0.7616860866546631,0.8469031453132629,0.0189985795454545,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,6344.82177734375,0.2411375576149407,115,206,3.0205495357513428,8.388345718383789,0.4529919624328613,0.5406955480575562,0.6403015851974487,0.7452979683876038,0.8361210227012634,0.020419034090909,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,11106.2099609375,0.3767461442413431,104,193,3.282686471939087,9.531930923461914,0.4488283395767212,0.5433419346809387,0.6502445936203003,0.7581477761268616,0.8500025272369385,0.018465909090909,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,7073.46826171875,0.2399470119319718,110,199,3.3845808506011963,10.12939453125,0.427777886390686,0.5250979065895081,0.6346961259841919,0.7467796206474304,0.8428625464439392,0.01953125,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.2.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,6028.52001953125,0.334466271171913,40,74,3.928468942642212,10.067896842956545,0.5308675169944763,0.6598218083381653,0.7878227829933167,0.8795688152313232,0.9411020874977112,0.0071022727272727,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.2.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,2276.859619140625,0.1263216750261501,46,84,6.071031093597412,15.206171989440918,0.4535792171955108,0.6058799028396606,0.7526874542236328,0.8594890832901001,0.930946171283722,0.0081676136363636,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.3.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,8279.2548828125,0.3961976145399187,48,90,4.441391944885254,12.105135917663574,0.485512912273407,0.6259143948554993,0.7558585405349731,0.8549928665161133,0.9260854721069336,0.0085227272727272,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.3.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,4033.20068359375,0.1930058335464343,53,97,5.787909507751465,15.20343780517578,0.4491452872753143,0.5961290597915649,0.7356378436088562,0.8420752882957458,0.919373095035553,0.0094105113636363,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.4.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,10682.6396484375,0.4351769856584044,52,100,4.620974540710449,12.091861724853516,0.4898465871810913,0.6425639390945435,0.7628358006477356,0.8514256477355957,0.919570803642273,0.0092329545454545,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.4.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,5257.01123046875,0.2141540271071846,57,108,6.040228843688965,15.037368774414062,0.4522573947906494,0.6139779686927795,0.740720808506012,0.8375824689865112,0.9117053151130676,0.0101207386363636,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,14209.7109375,0.5181055639342333,56,109,5.340762615203857,12.89569854736328,0.4879540801048279,0.640875518321991,0.7494485974311829,0.8416451215744019,0.912363827228546,0.0099431818181818,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,9110.5595703125,0.3321835063847994,58,112,5.1711931228637695,13.023954391479492,0.4810809791088104,0.6348052024841309,0.7429631352424622,0.8367224931716919,0.9092417359352112,0.0102982954545454,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,4171.5205078125,0.4095792739878087,71,120,7.722025394439697,21.83119773864746,0.3556748628616333,0.5029346346855164,0.6479383707046509,0.7823014259338379,0.8877901434898376,0.012606534090909,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,2406.14697265625,0.2362466942983579,71,120,7.759448528289795,21.768739700317383,0.3566899299621582,0.5043566226959229,0.6489803194999695,0.7829353213310242,0.8879271745681763,0.012606534090909,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,6400.88818359375,0.3793339323650517,74,123,4.40116024017334,14.430049896240234,0.4007472395896911,0.5172058343887329,0.6464375853538513,0.7741961479187012,0.8820619583129883,0.0131392045454545,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,4462.75,0.2644746257247817,75,124,4.586034774780273,15.201407432556152,0.3946859836578369,0.5130247473716736,0.643987774848938,0.7719542384147644,0.8808110356330872,0.0133167613636363,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,7745.94189453125,0.3297478784432036,86,146,3.5574610233306885,10.821229934692385,0.4328923523426056,0.5274779796600342,0.6414726376533508,0.7577581405639648,0.8639653325080872,0.0152698863636363,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,4912.79638671875,0.2091397286219868,87,147,3.6049864292144775,11.042266845703123,0.4307953119277954,0.5258650779724121,0.6404808163642883,0.7560718059539795,0.8630558252334595,0.0154474431818181,"(5632, 1408)","(1280, 5632)"
