layer,weight_shape,feature_shape,feat_dim,num_samples,fro_norm,rel_change,dim_90,dim_95,stable_rank,participation_ratio,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy,dim_90_frac,weight_shape_parsed,feature_shape_parsed
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,8734.80078125,0.3137535719123983,98,168,3.644406795501709,11.0765962600708,0.4445439577102661,0.5338181257247925,0.6386570930480957,0.7498044371604919,0.8496823310852051,0.0174005681818181,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.2.blocks.9.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,5144.71142578125,0.1847977563223138,99,170,3.6566669940948486,11.159693717956545,0.4421142935752868,0.5301851630210876,0.6358560919761658,0.7468537092208862,0.8475920557975769,0.017578125,"(5632, 1408)","(1280, 5632)"
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0.lora_B.default,"(11264, 8)","(1280, 11264)",11264,1280,2090.37353515625,2090373535156250.0,1,1,1.0166163444519043,1.0333226919174194,0.9998183250427246,1.0,1.0,1.0,1.0,8.87784090909091e-05,"(11264, 8)","(1280, 11264)"
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0.lora_B.default,"(11264, 8)","(1280, 11264)",11264,1280,2438.638671875,2438638671875000.0,1,1,1.013764262199402,1.027538180351257,0.9999308586120604,1.0,1.0,1.0,1.0,8.87784090909091e-05,"(11264, 8)","(1280, 11264)"
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0,"(11264, 2816)","(1280, 11264)",11264,1280,6064.10302734375,0.4455302449632265,124,202,12.540447235107422,41.41715240478516,0.2397636920213699,0.3624727427959442,0.5035015344619751,0.657447338104248,0.7999893426895142,0.0110085227272727,"(11264, 2816)","(1280, 11264)"
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0.base_layer,"(11264, 2816)","(1280, 11264)",11264,1280,5054.9501953125,0.3713876872868676,125,204,12.183300018310549,41.831302642822266,0.2394922971725464,0.3588775992393493,0.4991730749607086,0.653979480266571,0.7979153394699097,0.0110973011363636,"(11264, 2816)","(1280, 11264)"
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0,"(11264, 2816)","(1280, 11264)",11264,1280,7839.5595703125,0.4676908192949148,158,282,8.166810035705566,33.367061614990234,0.2721850872039795,0.378848671913147,0.5094580054283142,0.6531986594200134,0.7843945026397705,0.0140269886363636,"(11264, 2816)","(1280, 11264)"
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0.base_layer,"(11264, 2816)","(1280, 11264)",11264,1280,6729.38623046875,0.4014603283835232,162,286,8.675687789916992,36.09344482421875,0.2587610483169555,0.3666292726993561,0.4994429647922516,0.6458246111869812,0.779639720916748,0.0143821022727272,"(11264, 2816)","(1280, 11264)"
base_model.model.backbone.stages.0.blocks.0.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.0.blocks.0.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.0.blocks.1.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.0.blocks.1.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.1.blocks.0.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.1.blocks.0.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.1.blocks.1.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.1.blocks.1.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.0.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.0.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.1.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.1.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.10.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.11.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.12.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.2.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.2.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.3.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.3.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.4.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.4.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.2.blocks.9.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0,,"(20, 15)"
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.attn_drop,,"(1280, 64)",64,1280,1.0479345036173981e-07,2.343252751651358e-08,64,64,0.0106994025409221,54.670318603515625,0.0012750132009387,0.0023548046592622,0.004167971201241,0.0070545878261327,0.0105897132307291,1.0,,"(1280, 64)"
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.softmax,,"(1280, 64)",64,1280,1.0479345036173981e-07,2.343252751651358e-08,64,64,0.0106994025409221,54.670318603515625,0.0012750132009387,0.0023548046592622,0.004167971201241,0.0070545878261327,0.0105897132307291,1.0,,"(1280, 64)"
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.attn_drop,,"(1280, 64)",64,1280,3.222160671612073e-08,7.204970190364505e-09,64,64,0.0010328292846679,54.01823806762695,0.0001206862507387,0.0002236293803434,0.0004090805305168,0.000702581659425,0.001031796215102,1.0,,"(1280, 64)"
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.softmax,,"(1280, 64)",64,1280,3.222160671612073e-08,7.204970190364505e-09,64,64,0.0010328292846679,54.01823806762695,0.0001206862507387,0.0002236293803434,0.0004090805305168,0.000702581659425,0.001031796215102,1.0,,"(1280, 64)"
base_model.model.backbone.stages.0.blocks.0,,"(1280, 352)",352,1280,77.19916534423828,0.1668672804508468,3,5,1.3223366737365725,1.7009985446929932,0.947600245475769,0.9787572622299194,0.9937070608139038,0.9983805418014526,0.9996544122695924,0.0085227272727272,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.0.attn,,"(1280, 352)",352,1280,0.0,0.0,352,352,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.0.attn.drop,,"(1280, 352)",352,1280,0.0,0.0,352,352,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.0.ffn,,"(1280, 352)",352,1280,42.66022872924805,0.1151798301664632,3,6,1.534218668937683,2.114548921585083,0.9319226741790771,0.9704079031944276,0.991461455821991,0.997751772403717,0.9994969367980956,0.0085227272727272,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.0.ffn.dropout_layer,,"(1280, 352)",352,1280,42.66022872924805,0.1151798301664632,3,6,1.534218668937683,2.114548921585083,0.9319226741790771,0.9704079031944276,0.991461455821991,0.997751772403717,0.9994969367980956,0.0085227272727272,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.0.ffn.layers,,"(1280, 352)",352,1280,42.66022872924805,0.1151798301664632,3,6,1.534218668937683,2.114548921585083,0.9319226741790771,0.9704079031944276,0.991461455821991,0.997751772403717,0.9994969367980956,0.0085227272727272,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.0.ffn.layers.0.0.lora_dropout.default,,"(1280, 352)",352,1280,0.0,0.0,352,352,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.0.ffn.layers.2,,"(1280, 352)",352,1280,42.66022872924805,0.1151798301664632,3,6,1.534218668937683,2.114548921585083,0.9319226741790771,0.9704079031944276,0.991461455821991,0.997751772403717,0.9994969367980956,0.0085227272727272,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.1,,"(1280, 352)",352,1280,111.8245086669922,0.2573529917856679,7,15,1.625603437423706,2.45741605758667,0.8573768734931946,0.9179428815841676,0.955722451210022,0.9820838570594788,0.9948531985282898,0.0198863636363636,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.1.attn,,"(1280, 352)",352,1280,101.70477294921876,0.1500919603529683,3,6,1.377221703529358,1.833405613899231,0.9293801188468932,0.9659515023231506,0.9859492182731628,0.9957783818244934,0.998957335948944,0.0085227272727272,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.1.attn.drop,,"(1280, 352)",352,1280,101.70477294921876,0.1500919603529683,3,6,1.377221703529358,1.833405613899231,0.9293801188468932,0.9659515023231506,0.9859492182731628,0.9957783818244934,0.998957335948944,0.0085227272727272,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.1.ffn,,"(1280, 352)",352,1280,45.76364517211914,0.139910996068154,4,9,1.462456226348877,2.0006890296936035,0.9082666039466858,0.9453204274177552,0.9735996723175048,0.9908799529075624,0.9975541234016418,0.0113636363636363,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.1.ffn.dropout_layer,,"(1280, 352)",352,1280,45.76364517211914,0.139910996068154,4,9,1.462456226348877,2.0006890296936035,0.9082666039466858,0.9453204274177552,0.9735996723175048,0.9908799529075624,0.9975541234016418,0.0113636363636363,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.1.ffn.layers,,"(1280, 352)",352,1280,45.76364517211914,0.139910996068154,4,9,1.462456226348877,2.0006890296936035,0.9082666039466858,0.9453204274177552,0.9735996723175048,0.9908799529075624,0.9975541234016418,0.0113636363636363,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.1.ffn.layers.0.0.lora_dropout.default,,"(1280, 352)",352,1280,89.36274719238281,0.1993491250184827,4,7,1.3892897367477417,1.863080978393555,0.9234625697135924,0.9617303609848022,0.9830278158187866,0.9942060708999634,0.9982516765594482,0.0113636363636363,,"(1280, 352)"
base_model.model.backbone.stages.0.blocks.1.ffn.layers.2,,"(1280, 352)",352,1280,45.76364517211914,0.139910996068154,4,9,1.462456226348877,2.0006890296936035,0.9082666039466858,0.9453204274177552,0.9735996723175048,0.9908799529075624,0.9975541234016418,0.0113636363636363,,"(1280, 352)"
base_model.model.backbone.stages.1.blocks.0,,"(1280, 704)",704,1280,74.09788513183594,0.2083536527757045,26,46,3.206736326217652,7.341358661651611,0.6100221872329712,0.7269763946533203,0.8411734700202942,0.9241068363189696,0.9663490056991576,0.0369318181818181,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.0.attn,,"(1280, 704)",704,1280,149.69454956054688,0.0895824506320384,17,28,3.1897151470184326,6.913096904754639,0.6337174773216248,0.7911953330039978,0.8971738815307617,0.9602619409561156,0.9881853461265564,0.0241477272727272,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.0.attn.drop,,"(1280, 704)",704,1280,149.69454956054688,0.0895824506320384,17,28,3.1897151470184326,6.913096904754639,0.6337174773216248,0.7911953330039978,0.8971738815307617,0.9602619409561156,0.9881853461265564,0.0241477272727272,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.0.ffn,,"(1280, 704)",704,1280,78.25599670410156,0.099228654864447,23,39,3.092653274536133,7.042213439941406,0.6103514432907104,0.7415156960487366,0.8550738096237183,0.9368088841438292,0.9740868806838988,0.0326704545454545,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.0.ffn.dropout_layer,,"(1280, 704)",704,1280,78.25599670410156,0.099228654864447,23,39,3.092653274536133,7.042213439941406,0.6103514432907104,0.7415156960487366,0.8550738096237183,0.9368088841438292,0.9740868806838988,0.0326704545454545,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.0.ffn.layers,,"(1280, 704)",704,1280,78.25599670410156,0.099228654864447,23,39,3.092653274536133,7.042213439941406,0.6103514432907104,0.7415156960487366,0.8550738096237183,0.9368088841438292,0.9740868806838988,0.0326704545454545,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.0.ffn.layers.0.0.lora_dropout.default,,"(1280, 704)",704,1280,66.05205535888672,0.1660687221426084,18,30,2.9278547763824463,6.231852054595947,0.6516876816749573,0.8085083961486816,0.8915023803710938,0.955200731754303,0.9837222695350648,0.0255681818181818,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.0.ffn.layers.2,,"(1280, 704)",704,1280,78.25599670410156,0.099228654864447,23,39,3.092653274536133,7.042213439941406,0.6103514432907104,0.7415156960487366,0.8550738096237183,0.9368088841438292,0.9740868806838988,0.0326704545454545,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.1,,"(1280, 704)",704,1280,113.2964324951172,0.235543010595096,38,74,3.473503828048706,8.747408866882324,0.544861376285553,0.661405622959137,0.779148519039154,0.8824442625045776,0.9417601227760316,0.0539772727272727,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.1.attn,,"(1280, 704)",704,1280,111.79296112060548,0.086541581319654,32,57,4.203587532043457,10.100360870361328,0.5487298369407654,0.6765879988670349,0.8043867945671082,0.9008949995040894,0.9581820368766784,0.0454545454545454,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.1.attn.drop,,"(1280, 704)",704,1280,111.79296112060548,0.086541581319654,32,57,4.203587532043457,10.100360870361328,0.5487298369407654,0.6765879988670349,0.8043867945671082,0.9008949995040894,0.9581820368766784,0.0454545454545454,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.1.ffn,,"(1280, 704)",704,1280,113.66533660888672,0.1011494503375643,20,40,2.176814556121826,4.163467884063721,0.6950526237487793,0.793541431427002,0.8823179006576538,0.9379591941833496,0.9729928374290466,0.0284090909090909,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.1.ffn.dropout_layer,,"(1280, 704)",704,1280,113.66533660888672,0.1011494503375643,20,40,2.176814556121826,4.163467884063721,0.6950526237487793,0.793541431427002,0.8823179006576538,0.9379591941833496,0.9729928374290466,0.0284090909090909,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.1.ffn.layers,,"(1280, 704)",704,1280,113.66533660888672,0.1011494503375643,20,40,2.176814556121826,4.163467884063721,0.6950526237487793,0.793541431427002,0.8823179006576538,0.9379591941833496,0.9729928374290466,0.0284090909090909,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.1.ffn.layers.0.0.lora_dropout.default,,"(1280, 704)",704,1280,90.1686782836914,0.1783848029397457,30,58,3.7068192958831783,8.986237525939941,0.567884624004364,0.6941666007041931,0.8193022012710571,0.90719872713089,0.9556265473365784,0.0426136363636363,,"(1280, 704)"
base_model.model.backbone.stages.1.blocks.1.ffn.layers.2,,"(1280, 704)",704,1280,113.66533660888672,0.1011494503375643,20,40,2.176814556121826,4.163467884063721,0.6950526237487793,0.793541431427002,0.8823179006576538,0.9379591941833496,0.9729928374290466,0.0284090909090909,,"(1280, 704)"
base_model.model.backbone.stages.0.blocks.0.ffn.activate,,"(1280, 1408)",1408,1280,29.354990005493164,0.1239474372574476,7,11,1.700170636177063,2.651681661605835,0.8504789471626282,0.9285277128219604,0.9743000864982604,0.9903822541236876,0.9968321919441224,0.0049715909090909,,"(1280, 1408)"
base_model.model.backbone.stages.0.blocks.0.ffn.layers.0,,"(1280, 1408)",1408,1280,29.354990005493164,0.1239474372574476,7,11,1.700170636177063,2.651681661605835,0.8504789471626282,0.9285277128219604,0.9743000864982604,0.9903822541236876,0.9968321919441224,0.0049715909090909,,"(1280, 1408)"
base_model.model.backbone.stages.0.blocks.0.ffn.layers.0.2,,"(1280, 1408)",1408,1280,29.354990005493164,0.1239474372574476,7,11,1.700170636177063,2.651681661605835,0.8504789471626282,0.9285277128219604,0.9743000864982604,0.9903822541236876,0.9968321919441224,0.0049715909090909,,"(1280, 1408)"
base_model.model.backbone.stages.0.blocks.1.ffn.activate,,"(1280, 1408)",1408,1280,40.60305404663086,0.3274792851914198,13,26,2.153597593307495,3.821878910064697,0.7656535506248474,0.8504365682601929,0.9218618273735046,0.9618743062019348,0.9846866130828856,0.0092329545454545,,"(1280, 1408)"
base_model.model.backbone.stages.0.blocks.1.ffn.layers.0,,"(1280, 1408)",1408,1280,40.60305404663086,0.3274792851914198,13,26,2.153597593307495,3.821878910064697,0.7656535506248474,0.8504365682601929,0.9218618273735046,0.9618743062019348,0.9846866130828856,0.0092329545454545,,"(1280, 1408)"
base_model.model.backbone.stages.0.blocks.1.ffn.layers.0.2,,"(1280, 1408)",1408,1280,40.60305404663086,0.3274792851914198,13,26,2.153597593307495,3.821878910064697,0.7656535506248474,0.8504365682601929,0.9218618273735046,0.9618743062019348,0.9846866130828856,0.0092329545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.0,,"(1280, 1408)",1408,1280,263.6402893066406,0.3116415528275151,73,141,7.426537036895752,20.605937957763672,0.3690831661224365,0.5196940302848816,0.6791549324989319,0.8037340641021729,0.88892662525177,0.0518465909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.0.attn,,"(1280, 1408)",1408,1280,917.4683227539062,0.1722190201240451,35,61,5.590747356414795,13.75258445739746,0.4671529829502105,0.6187200546264648,0.7784870266914368,0.8905302882194519,0.9542614817619324,0.0248579545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.0.attn.drop,,"(1280, 1408)",1408,1280,917.4683227539062,0.1722190201240451,35,61,5.590747356414795,13.75258445739746,0.4671529829502105,0.6187200546264648,0.7784870266914368,0.8905302882194519,0.9542614817619324,0.0248579545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.0.ffn,,"(1280, 1408)",1408,1280,1408.58154296875,0.2110192843510961,56,113,3.584225654602051,10.186434745788574,0.4672214388847351,0.5965420603752136,0.7334581613540649,0.8384847640991211,0.9116440415382384,0.0397727272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.0.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1408.58154296875,0.2110192843510961,56,113,3.584225654602051,10.186434745788574,0.4672214388847351,0.5965420603752136,0.7334581613540649,0.8384847640991211,0.9116440415382384,0.0397727272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.0.ffn.layers,,"(1280, 1408)",1408,1280,1408.58154296875,0.2110192843510961,56,113,3.584225654602051,10.186434745788574,0.4672214388847351,0.5965420603752136,0.7334581613540649,0.8384847640991211,0.9116440415382384,0.0397727272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.0.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,204.7949981689453,0.2330591692623395,41,75,5.949774742126465,15.407770156860352,0.4300992488861084,0.5941635370254517,0.7587815523147583,0.8731924891471863,0.9394148588180542,0.0291193181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.0.ffn.layers.2,,"(1280, 1408)",1408,1280,1408.58154296875,0.2110192843510961,56,113,3.584225654602051,10.186434745788574,0.4672214388847351,0.5965420603752136,0.7334581613540649,0.8384847640991211,0.9116440415382384,0.0397727272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.1,,"(1280, 1408)",1408,1280,408.2549133300781,0.4052376685819912,86,166,7.661551475524902,22.268667221069336,0.3587872982025146,0.5050672292709351,0.6532919406890869,0.7824848294258118,0.8718434572219849,0.0610795454545454,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.1.attn,,"(1280, 1408)",1408,1280,1497.4444580078125,0.2274750628051852,44,77,5.775506019592285,15.33481216430664,0.4267524182796478,0.5865762233734131,0.7488469481468201,0.8646324872970581,0.9369485974311828,0.03125,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.1.attn.drop,,"(1280, 1408)",1408,1280,1497.4444580078125,0.2274750628051852,44,77,5.775506019592285,15.33481216430664,0.4267524182796478,0.5865762233734131,0.7488469481468201,0.8646324872970581,0.9369485974311828,0.03125,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.1.ffn,,"(1280, 1408)",1408,1280,1280.8328857421875,0.230814490543379,74,141,5.87850284576416,18.02848052978516,0.3949634730815887,0.5266396999359131,0.6675595641136169,0.7985565662384033,0.885650098323822,0.0525568181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.1.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1280.8328857421875,0.230814490543379,74,141,5.87850284576416,18.02848052978516,0.3949634730815887,0.5266396999359131,0.6675595641136169,0.7985565662384033,0.885650098323822,0.0525568181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.1.ffn.layers,,"(1280, 1408)",1408,1280,1280.8328857421875,0.230814490543379,74,141,5.87850284576416,18.02848052978516,0.3949634730815887,0.5266396999359131,0.6675595641136169,0.7985565662384033,0.885650098323822,0.0525568181818181,,"(1280, 1408)"
