layer,weight_shape,feature_shape,feat_dim,num_samples,fro_norm,rel_change,dim_90,dim_95,stable_rank,participation_ratio,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy,dim_90_frac
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,7073.46826171875,0.23994701193197185,110,199,3.3845808506011963,10.12939453125,0.42777788639068604,0.5250979065895081,0.6346961259841919,0.7467796206474304,0.8428625464439392,0.01953125
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1967.155029296875,0.3200099432848314,147,268,4.359949588775635,15.307302474975586,0.37094756960868835,0.4702901244163513,0.5846675634384155,0.7096938490867615,0.8119806051254272,0.10440340909090909
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,3249.34228515625,10.516138195266231,1,3,1.1096858978271484,1.2273491621017456,0.9781238436698914,1.0,,,,0.125
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,4430.140625,4430140625000000.0,1,1,1.0002312660217285,1.000462532043457,0.9999910593032837,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,11106.2099609375,0.3767461442413431,104,193,3.282686471939087,9.531930923461914,0.4488283395767212,0.5433419346809387,0.6502445936203003,0.7581477761268616,0.8500025272369385,0.018465909090909092
base_model.model.backbone.stages.2.blocks.17.ffn.activate,,"(1280, 5632)",5632,1280,881.7958984375,1.499188836430114,144,275,11.058793067932129,35.73672103881836,0.25326091051101685,0.39730578660964966,0.5609785914421082,0.7187098860740662,0.8241147398948669,0.02556818181818182
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.2,,"(1280, 5632)",5632,1280,881.7958984375,1.499188836430114,144,275,11.058793067932129,35.73672103881836,0.25326091051101685,0.39730578660964966,0.5609785914421082,0.7187098860740662,0.8241147398948669,0.02556818181818182
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0,,"(1280, 5632)",5632,1280,881.7958984375,1.499188836430114,144,275,11.058793067932129,35.73672103881836,0.25326091051101685,0.39730578660964966,0.5609785914421082,0.7187098860740662,0.8241147398948669,0.02556818181818182
base_model.model.backbone.stages.2.blocks.17.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1891.5784912109375,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.49240052700042725,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290649,0.044744318181818184
base_model.model.backbone.stages.2.blocks.17.ffn.layers.2,,"(1280, 1408)",1408,1280,1891.5784912109375,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.49240052700042725,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290649,0.044744318181818184
base_model.model.backbone.stages.2.blocks.17.ffn.layers,,"(1280, 1408)",1408,1280,1891.5784912109375,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.49240052700042725,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290649,0.044744318181818184
base_model.model.backbone.stages.2.blocks.17.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1891.5784912109375,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.49240052700042725,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290649,0.044744318181818184
base_model.model.backbone.stages.2.blocks.17.ffn,,"(1280, 1408)",1408,1280,1891.5784912109375,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.49240052700042725,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290649,0.044744318181818184
base_model.model.backbone.stages.2.blocks.17,,"(1280, 1408)",1408,1280,321.566650390625,0.8827867288127645,174,295,14.03084659576416,49.16444778442383,0.2065591812133789,0.3267132341861725,0.47876593470573425,0.6395708918571472,0.7691590189933777,0.12357954545454546
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.cpb_mlp.2,"(64, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.softmax,,"(1280, 64)",64,1280,1.0479345036173981e-07,2.343252751651358e-08,64,64,0.010699402540922165,54.670318603515625,0.0012750132009387016,0.0023548046592622995,0.004167971201241016,0.007054587826132774,0.010589713230729103,1.0
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.attn_drop,,"(1280, 64)",64,1280,1.0479345036173981e-07,2.343252751651358e-08,64,64,0.010699402540922165,54.670318603515625,0.0012750132009387016,0.0023548046592622995,0.004167971201241016,0.007054587826132774,0.010589713230729103,1.0
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.proj,"(2816, 2816)","(1280, 2816)",2816,1280,3431.517578125,0.22433748002261839,140,275,2.2063376903533936,4.762379169464111,0.5296355485916138,0.5935412645339966,0.6714414954185486,0.7544411420822144,0.8312227129936218,0.04971590909090909
base_model.model.backbone.stages.3.blocks.0.attn.w_msa.proj_drop,,"(1280, 2816)",2816,1280,3431.517578125,0.22433748002261839,140,275,2.2063376903533936,4.762379169464111,0.5296355485916138,0.5935412645339966,0.6714414954185486,0.7544411420822144,0.8312227129936218,0.04971590909090909
base_model.model.backbone.stages.3.blocks.0.attn.w_msa,,"(1280, 2816)",2816,1280,3431.517578125,0.22433748002261839,140,275,2.2063376903533936,4.762379169464111,0.5296355485916138,0.5935412645339966,0.6714414954185486,0.7544411420822144,0.8312227129936218,0.04971590909090909
base_model.model.backbone.stages.3.blocks.0.attn.drop,,"(1280, 2816)",2816,1280,3438.520263671875,0.21601310700077248,135,271,2.1265170574188232,4.434112071990967,0.547753095626831,0.6081383228302002,0.681837260723114,0.7615283727645874,0.8354536890983582,0.04794034090909091
base_model.model.backbone.stages.3.blocks.0.attn,,"(1280, 2816)",2816,1280,3438.520263671875,0.21601310700077248,135,271,2.1265170574188232,4.434112071990967,0.547753095626831,0.6081383228302002,0.681837260723114,0.7615283727645874,0.8354536890983582,0.04794034090909091
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0.base_layer,"(11264, 2816)","(1280, 11264)",11264,1280,5054.9501953125,0.3713876872868676,125,204,12.183300018310547,41.831302642822266,0.2394922971725464,0.35887759923934937,0.4991730749607086,0.653979480266571,0.7979153394699097,0.011097301136363636
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0.lora_dropout.default,,"(1280, 2816)",2816,1280,1217.1968994140625,1.4212846682409483,117,227,2.4336817264556885,5.702449798583984,0.5107377767562866,0.577168345451355,0.663140058517456,0.7553422451019287,0.8417326211929321,0.041548295454545456
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0.lora_A.default,"(8, 2816)","(1280, 8)",8,1280,874.263671875,35.321509098736925,4,5,2.277254343032837,3.2846691608428955,0.9447711110115051,1.0,,,,0.5
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0.lora_B.default,"(11264, 8)","(1280, 11264)",11264,1280,2090.37353515625,2090373535156250.0,1,1,1.0166163444519043,1.0333226919174194,0.9998183250427246,1.0,1.0,1.0,1.0,8.87784090909091e-05
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.0,"(11264, 2816)","(1280, 11264)",11264,1280,6064.10302734375,0.4455302449632265,124,202,12.540447235107422,41.417152404785156,0.23976369202136993,0.3624727427959442,0.5035015344619751,0.657447338104248,0.7999893426895142,0.011008522727272728
base_model.model.backbone.stages.3.blocks.0.ffn.activate,,"(1280, 11264)",11264,1280,629.7811889648438,1.12595254915543,346,560,15.502296447753906,58.43992233276367,0.20177534222602844,0.30203524231910706,0.42610102891921997,0.5653581023216248,0.6851833462715149,0.030717329545454544
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0.2,,"(1280, 11264)",11264,1280,629.7811889648438,1.12595254915543,346,560,15.502296447753906,58.43992233276367,0.20177534222602844,0.30203524231910706,0.42610102891921997,0.5653581023216248,0.6851833462715149,0.030717329545454544
base_model.model.backbone.stages.3.blocks.0.ffn.layers.0,,"(1280, 11264)",11264,1280,629.7811889648438,1.12595254915543,346,560,15.502296447753906,58.43992233276367,0.20177534222602844,0.30203524231910706,0.42610102891921997,0.5653581023216248,0.6851833462715149,0.030717329545454544
base_model.model.backbone.stages.3.blocks.0.ffn.layers.1,"(2816, 11264)","(1280, 2816)",2816,1280,3001.058837890625,0.7311126287025091,155,314,2.2384915351867676,4.888225555419922,0.5326963067054749,0.5934579372406006,0.6687335968017578,0.7537526488304138,0.8270039558410645,0.05504261363636364
base_model.model.backbone.stages.3.blocks.0.ffn.layers.2,,"(1280, 2816)",2816,1280,3001.058837890625,0.7311126287025091,155,314,2.2384915351867676,4.888225555419922,0.5326963067054749,0.5934579372406006,0.6687335968017578,0.7537526488304138,0.8270039558410645,0.05504261363636364
base_model.model.backbone.stages.3.blocks.0.ffn.layers,,"(1280, 2816)",2816,1280,3001.058837890625,0.7311126287025091,155,314,2.2384915351867676,4.888225555419922,0.5326963067054749,0.5934579372406006,0.6687335968017578,0.7537526488304138,0.8270039558410645,0.05504261363636364
base_model.model.backbone.stages.3.blocks.0.ffn.dropout_layer,,"(1280, 2816)",2816,1280,3001.058837890625,0.7311126287025091,155,314,2.2384915351867676,4.888225555419922,0.5326963067054749,0.5934579372406006,0.6687335968017578,0.7537526488304138,0.8270039558410645,0.05504261363636364
base_model.model.backbone.stages.3.blocks.0.ffn,,"(1280, 2816)",2816,1280,3001.058837890625,0.7311126287025091,155,314,2.2384915351867676,4.888225555419922,0.5326963067054749,0.5934579372406006,0.6687335968017578,0.7537526488304138,0.8270039558410645,0.05504261363636364
base_model.model.backbone.stages.3.blocks.0,,"(1280, 2816)",2816,1280,1549.941650390625,1.3038952482167747,150,310,2.702208995819092,6.958381652832031,0.463797003030777,0.5406637191772461,0.6356128454208374,0.7449526786804199,0.8294287919998169,0.053267045454545456
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.cpb_mlp.2,"(64, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.softmax,,"(1280, 64)",64,1280,3.222160671612073e-08,7.204970190364505e-09,64,64,0.0010328292846679688,54.01823806762695,0.00012068625073879957,0.0002236293803434819,0.00040908053051680326,0.00070258165942505,0.0010317962151020765,1.0
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.attn_drop,,"(1280, 64)",64,1280,3.222160671612073e-08,7.204970190364505e-09,64,64,0.0010328292846679688,54.01823806762695,0.00012068625073879957,0.0002236293803434819,0.00040908053051680326,0.00070258165942505,0.0010317962151020765,1.0
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.proj,"(2816, 2816)","(1280, 2816)",2816,1280,9355.630859375,1.291873715733913,36,112,1.3380749225616455,1.7871577739715576,0.7817655801773071,0.8145801424980164,0.852189838886261,0.8947202563285828,0.9296364784240723,0.01278409090909091
base_model.model.backbone.stages.3.blocks.1.attn.w_msa.proj_drop,,"(1280, 2816)",2816,1280,9355.630859375,1.291873715733913,36,112,1.3380749225616455,1.7871577739715576,0.7817655801773071,0.8145801424980164,0.852189838886261,0.8947202563285828,0.9296364784240723,0.01278409090909091
base_model.model.backbone.stages.3.blocks.1.attn.w_msa,,"(1280, 2816)",2816,1280,9355.630859375,1.291873715733913,36,112,1.3380749225616455,1.7871577739715576,0.7817655801773071,0.8145801424980164,0.852189838886261,0.8947202563285828,0.9296364784240723,0.01278409090909091
base_model.model.backbone.stages.3.blocks.1.attn.drop,,"(1280, 2816)",2816,1280,10899.669921875,1.458629750081728,24,79,1.2518596649169922,1.5655624866485596,0.8260955810546875,0.8522295951843262,0.8820725083351135,0.9160914421081543,0.9437134861946106,0.008522727272727272
base_model.model.backbone.stages.3.blocks.1.attn,,"(1280, 2816)",2816,1280,10899.669921875,1.458629750081728,24,79,1.2518596649169922,1.5655624866485596,0.8260955810546875,0.8522295951843262,0.8820725083351135,0.9160914421081543,0.9437134861946106,0.008522727272727272
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0.base_layer,"(11264, 2816)","(1280, 11264)",11264,1280,6729.38623046875,0.4014603283835232,162,286,8.675687789916992,36.09344482421875,0.25876104831695557,0.3666292726993561,0.4994429647922516,0.6458246111869812,0.779639720916748,0.014382102272727272
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0.lora_dropout.default,,"(1280, 2816)",2816,1280,1743.4024658203125,1.1279027975508895,143,302,2.457737684249878,5.838454246520996,0.492601215839386,0.564453661441803,0.6505472660064697,0.75041264295578,0.833429753780365,0.05078125
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0.lora_A.default,"(8, 2816)","(1280, 8)",8,1280,1058.11572265625,21.81008077426501,3,4,2.245826005935669,2.6049063205718994,0.9614842534065247,1.0000001192092896,,,,0.375
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0.lora_B.default,"(11264, 8)","(1280, 11264)",11264,1280,2438.638671875,2438638671875000.0,1,1,1.0137642621994019,1.0275381803512573,0.9999308586120605,1.0,1.0,1.0,1.0,8.87784090909091e-05
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.0,"(11264, 2816)","(1280, 11264)",11264,1280,7839.5595703125,0.4676908192949148,158,282,8.166810035705566,33.367061614990234,0.2721850872039795,0.378848671913147,0.5094580054283142,0.6531986594200134,0.7843945026397705,0.014026988636363636
base_model.model.backbone.stages.3.blocks.1.ffn.activate,,"(1280, 11264)",11264,1280,752.2492065429688,1.144805159701552,346,569,11.619940757751465,47.83795166015625,0.22557997703552246,0.3227379620075226,0.4436882436275482,0.5845281481742859,0.6993598937988281,0.030717329545454544
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0.2,,"(1280, 11264)",11264,1280,752.2492065429688,1.144805159701552,346,569,11.619940757751465,47.83795166015625,0.22557997703552246,0.3227379620075226,0.4436882436275482,0.5845281481742859,0.6993598937988281,0.030717329545454544
base_model.model.backbone.stages.3.blocks.1.ffn.layers.0,,"(1280, 11264)",11264,1280,752.2492065429688,1.144805159701552,346,569,11.619940757751465,47.83795166015625,0.22557997703552246,0.3227379620075226,0.4436882436275482,0.5845281481742859,0.6993598937988281,0.030717329545454544
base_model.model.backbone.stages.3.blocks.1.ffn.layers.1,"(2816, 11264)","(1280, 2816)",2816,1280,4183.2734375,0.7169119748278354,69,199,1.5165557861328125,2.2882823944091797,0.7174119353294373,0.7551266551017761,0.8006371259689331,0.8535295724868774,0.8968228101730347,0.024502840909090908
base_model.model.backbone.stages.3.blocks.1.ffn.layers.2,,"(1280, 2816)",2816,1280,4183.2734375,0.7169119748278354,69,199,1.5165557861328125,2.2882823944091797,0.7174119353294373,0.7551266551017761,0.8006371259689331,0.8535295724868774,0.8968228101730347,0.024502840909090908
base_model.model.backbone.stages.3.blocks.1.ffn.layers,,"(1280, 2816)",2816,1280,4183.2734375,0.7169119748278354,69,199,1.5165557861328125,2.2882823944091797,0.7174119353294373,0.7551266551017761,0.8006371259689331,0.8535295724868774,0.8968228101730347,0.024502840909090908
base_model.model.backbone.stages.3.blocks.1.ffn.dropout_layer,,"(1280, 2816)",2816,1280,4183.2734375,0.7169119748278354,69,199,1.5165557861328125,2.2882823944091797,0.7174119353294373,0.7551266551017761,0.8006371259689331,0.8535295724868774,0.8968228101730347,0.024502840909090908
base_model.model.backbone.stages.3.blocks.1.ffn,,"(1280, 2816)",2816,1280,4183.2734375,0.7169119748278354,69,199,1.5165557861328125,2.2882823944091797,0.7174119353294373,0.7551266551017761,0.8006371259689331,0.8535295724868774,0.8968228101730347,0.024502840909090908
base_model.model.backbone.stages.3.blocks.1,,"(1280, 2816)",2816,1280,2069.82470703125,1.0644291479000594,144,312,2.3943090438842773,5.553544998168945,0.5025721788406372,0.5703696608543396,0.6584535837173462,0.7605050206184387,0.8395474553108215,0.05113636363636364
